prompt1,prompt2,label
a brown dog cooking dinner under a tree during storm,a white house reading a book near the river,0
a wooden chair running in the park in the garden on a sunny day,a white house flying in the sky at the park under clear sky,0
a yellow flower reading a book by the lake,a brown dog cooking dinner in the garden,0
a glass window running in the park under a tree,"beneath a tree, a glass window running in the park",1
a yellow flower climbing the mountain on the beach,a silver laptop swimming in the lake on the mountain in the rain,0
a glass window running in the park under a tree,a silver laptop reading a book in the garden,0
a black cat cooking dinner beside the road,a black cat cooking dinner beside the road,1
a white house swimming in the lake near the river,a blue car reading a book in the city,0
a glass window cooking dinner near the river,a silver laptop climbing the mountain under a tree,0
a black cat sleeping on the couch on the beach,a white house running in the park in the forest,0
a yellow flower flying in the sky on the beach under clear sky,a brown dog dancing happily by the lake,0
a black cat walking slowly in the city during sunset,a black cat walking slowly in the city during sunset,1
a glass window dancing happily in the forest,a wooden chair cooking dinner in the forest,0
a red bicycle climbing the mountain in the garden in the rain,a green tree playing music in the garden under clear sky,0
a black cat playing music at the park,a black cat flying in the sky on the beach,0
a brown dog swimming in the lake beside the road in the rain,a brown pup swimming in the lake beside the road in the rain,1
a blue car cooking dinner in the garden,a silver laptop swimming in the lake in the forest,0
a black cat cooking dinner on the mountain during storm,a red bicycle swimming in the lake near the river,0
a green tree reading a book under a tree,a yellow flower playing music by the lake,0
a green tree running in the park in the forest,a olive tree running in the park in the forest,1
a blue car running in the park under a tree,a cobalt automobile sprinting in the park below a tree,1
a brown dog playing music beside the road during sunset,a brown canine playing music beside the road during sunset,1
a black cat playing music in the garden,a brown dog cooking dinner near the river,0
a silver laptop running in the park in the forest,a silver laptop running in the park in the forest,1
a wooden chair dancing happily at the park in the snow,a yellow flower walking slowly under a tree,0
a green tree cooking dinner near the river in the rain,a wooden chair playing music on the mountain,0
a white house walking slowly at the park,a black cat reading a book on the mountain,0
a glass window playing music by the lake,a green tree reading a book beside the road,0
a red bicycle climbing the mountain beside the road in the snow,a silver laptop cooking dinner in the garden,0
a glass window sleeping on the couch in the city,"positioned on the couch in the city, a glass window sleeping",1
a white house swimming in the lake in the city,a glass window playing music on the beach,0
a white house flying in the sky beside the road,a white dwelling flying in the sky beside the road,1
a black cat running in the park in the forest during storm,a green tree dancing happily in the garden,0
a green tree running in the park in the forest during twilight,a black cat flying in the sky beside the road,0
a black cat swimming in the lake beside the road,a black kitty swimming in the lake beside the road,1
a yellow flower playing music in the garden during twilight,a wooden chair flying in the sky in the garden,0
a blue car playing music under a tree on a sunny day,a red bicycle reading a book on the mountain,0
a green tree sleeping on the couch beside the road in the rain,a black cat reading a book on the beach in the snow,0
a yellow flower flying in the sky at the park,a yellow flower flying in the sky at the park,1
a yellow flower swimming in the lake on the mountain,a black cat reading a book in the forest,0
a silver laptop reading a book near the river in the fog,a silver laptop reading a book beside the river in the fog,1
a white house dancing happily at the park,a wooden chair swimming in the lake in the city in the snow,0
a glass window cooking dinner under a tree during twilight,a green tree swimming in the lake on the mountain,0
a glass window sleeping on the couch on the mountain,a glass window sleeping atop the couch on the mountain,1
a glass window sleeping on the couch in the city,a white house reading a book near the river,0
a wooden chair reading a book at the park,a silver laptop playing music on the mountain,0
a glass window climbing the mountain in the garden,a glass window climbing the mountain in the garden,1
a yellow flower playing music on the beach,"positioned on the beach, a yellow flower playing music",1
a blue car climbing the mountain in the city,a white house sleeping on the couch on the beach,0
a brown dog reading a book in the forest,a brown hound reading a book in the forest,1
a wooden chair flying in the sky in the city,a wooden chair flying in the sky in the city,1
a glass window reading a book in the garden in the fog,a glass window reading a book in the garden in the fog,1
a yellow flower walking slowly in the forest,a yellow flower walking slowly in the forest,1
a black cat reading a book in the forest on a sunny day,a black feline reading a book in the forest upon a sunny day,1
a black cat swimming in the lake by the lake in moonlight,"positioned onlight, a black cat swimming in the lake by the lake in mo",1
a green tree sleeping on the couch near the river in the snow,"positioned on the couch near the river in the snow, a green tree sleeping",1
a blue car reading a book near the river,a white house swimming in the lake at the park,0
a silver laptop reading a book by the lake in the rain,a silver laptop reading a book by the lake in the rain,1
a green tree playing music on the mountain,"positioned on the mountain, a green tree playing music",1
a black cat running in the park in the city,a white house climbing the mountain near the river,0
a white house climbing the mountain by the lake,a white house climbing the mountain by the lake,1
a red bicycle reading a book in the city at dawn,a yellow flower dancing happily on the mountain,0
a glass window playing music in the city,a brown dog climbing the mountain in the forest,0
a white house flying in the sky at the park,a white dwelling flying in the sky at the park,1
a green tree sleeping on the couch near the river,a silver laptop walking slowly in the city at dawn,0
a black cat swimming in the lake beside the road,a glass window dancing happily near the river in moonlight,0
a yellow flower sleeping on the couch on the mountain during sunset,a yellow flower sleeping upon the couch on the mountain during sunset,1
a red bicycle sleeping on the couch under a tree on a sunny day,a cherry bike sleeping over the couch under a tree on a sunny day,1
a brown dog climbing the mountain in the forest,a glass window playing music in the city,0
a wooden chair climbing the mountain in the city,a wooden chair climbing the mountain in the city,1
a green tree playing music near the river,a forest green tree playing music next to the river,1
a green tree reading a book near the river,a blue car cooking dinner on the mountain,0
a white house flying in the sky on the beach,a blue car walking slowly on the mountain,0
a black cat walking slowly in the city during sunset,a black cat strolling slowly in the city during sunset,1
a wooden chair dancing happily in the city,a brown dog climbing the mountain by the lake,0
a yellow flower dancing happily at the park,a yellow flower dancing happily at the park,1
a black cat cooking dinner under a tree,"beneath a tree, a black cat cooking dinner",1
a glass window climbing the mountain on the mountain,a black cat playing music on the mountain,0
a red bicycle swimming in the lake near the river,a scarlet bike swimming in the lake near the river,1
a wooden chair sleeping on the couch by the lake,a brown dog reading a book at the park,0
a silver laptop flying in the sky on the mountain,"positioned on the mountain, a silver laptop flying in the sky",1
a silver laptop walking slowly beside the road,a silver laptop pacing slowly beside the road,1
a white house running in the park in the garden,a white home sprinting in the park in the garden,1
a blue car flying in the sky on the mountain in the snow,a blue automobile flying in the sky atop the mountain in the snow,1
a blue car climbing the mountain on the mountain,a yellow flower swimming in the lake at the park,0
a wooden chair reading a book on the beach,a wooden chair reading a book atop the beach,1
a glass window playing music beside the road,a silver laptop swimming in the lake in the forest,0
a brown dog swimming in the lake beside the road,a brown canine swimming in the lake beside the road,1
a brown dog flying in the sky at the park during twilight,a black cat running in the park on the beach,0
a yellow flower cooking dinner at the park,a silver laptop sleeping on the couch at the park in moonlight,0
a white house climbing the mountain in the city,a red bicycle swimming in the lake near the river,0
a yellow flower dancing happily beside the road,a yellow flower cooking dinner under a tree,0
a black cat reading a book on the mountain,a black cat reading a book atop the mountain,1
a blue car climbing the mountain in the forest,a glass window playing music beside the road,0
a brown dog dancing happily on the mountain,a red bicycle dancing happily on the mountain in the rain,0
a yellow flower dancing happily at the park,a yellow flower dancing happily at the park,1
a yellow flower dancing happily beside the road during twilight,a wooden chair flying in the sky in the city,0
a blue car dancing happily on the mountain,a yellow flower running in the park under a tree during sunset,0
a silver laptop cooking dinner under a tree,a red bicycle playing music in the forest,0
a silver laptop flying in the sky beside the road in moonlight,"positioned onlight, a silver laptop flying in the sky beside the road in mo",1
a wooden chair reading a book in the city,a wooden chair reading a book in the city,1
a silver laptop walking slowly on the mountain in the fog,a silver laptop walking slowly atop the mountain in the fog,1
a blue car swimming in the lake on the mountain,a brown dog running in the park in the forest,0
a blue car running in the park at the park,a silver laptop playing music near the river,0
a wooden chair flying in the sky in the forest during twilight,a yellow flower cooking dinner on the beach,0
a black cat dancing happily in the garden,a blue car reading a book in the garden,0
a red bicycle walking slowly on the beach,a cherry cycle pacing slowly over the beach,1
a brown dog dancing happily near the river,a yellow flower flying in the sky on the mountain,0
a brown dog swimming in the lake at the park,a silver laptop sleeping on the couch by the lake,0
a brown dog sleeping on the couch in the forest,a black cat running in the park beside the road,0
a wooden chair sleeping on the couch on the mountain in the rain,a green tree playing music in the city,0
a brown dog running in the park under a tree,"beneath a tree, a brown dog running in the park",1
a brown dog climbing the mountain by the lake during twilight,a brown pooch climbing the mountain by the lake during twilight,1
a yellow flower walking slowly in the forest,a silver laptop flying in the sky under a tree under clear sky,0
a wooden chair swimming in the lake by the lake,a wooden chair swimming in the lake by the lake,1
a white house walking slowly near the river,a white house strolling slowly beside the river,1
a brown dog sleeping on the couch at the park,a brown pup sleeping over the couch at the park,1
a brown dog walking slowly on the mountain,a red bicycle running in the park in the garden,0
a green tree dancing happily in the forest,a yellow flower cooking dinner at the park,0
a wooden chair flying in the sky under a tree,a black cat walking slowly on the beach,0
a wooden chair swimming in the lake on the beach,a green tree reading a book in the garden in the rain,0
a silver laptop climbing the mountain on the mountain,a glass window flying in the sky near the river,0
a black cat flying in the sky in the forest,a white house reading a book under a tree at dawn,0
a black cat reading a book by the lake,a white house playing music in the garden,0
a silver laptop reading a book on the beach,"positioned on the beach, a silver laptop reading a book",1
a yellow flower swimming in the lake near the river,a yellow flower swimming in the lake near the river,1
a silver laptop swimming in the lake in the forest in the snow,a silver laptop dancing happily at the park,0
a red bicycle flying in the sky at the park,a red cycle flying in the sky at the park,1
a silver laptop swimming in the lake in the city under clear sky,"beneath clear sky, a silver laptop swimming in the lake in the city",1
a brown dog dancing happily in the garden,a red bicycle flying in the sky in the garden,0
a silver laptop sleeping on the couch in the city,a silver laptop sleeping atop the couch in the city,1
a white house walking slowly beside the road in the rain,a glass window flying in the sky in the forest in the rain,0
a black cat flying in the sky in the city,a black cat flying in the sky in the city,1
a black cat sleeping on the couch under a tree,a red bicycle reading a book in the city,0
a white house running in the park on the beach,"positioned on the beach, a white house running in the park",1
a silver laptop swimming in the lake in the city,a glass window running in the park under a tree,0
a silver laptop climbing the mountain in the garden,a wooden chair swimming in the lake in the forest in the rain,0
a brown dog walking slowly beside the road,a brown pup ambling slowly beside the road,1
a glass window climbing the mountain near the river,a glass window climbing the mountain under a tree,0
a red bicycle walking slowly in the forest during storm,a scarlet cycle pacing slowly in the forest during storm,1
a red bicycle dancing happily on the mountain,a blue car flying in the sky in the forest,0
a blue car playing music in the forest,a blue automobile playing music in the forest,1
a silver laptop dancing happily by the lake in the rain,a silver laptop dancing happily by the lake in the rain,1
a blue car flying in the sky in the city,a cobalt car flying in the sky in the city,1
a white house reading a book at the park,a green tree running in the park near the river,0
a silver laptop playing music on the mountain,a white house sleeping on the couch beside the road,0
a wooden chair climbing the mountain on the mountain,"positioned on the mountain, a wooden chair climbing the mountain",1
a red bicycle sleeping on the couch in the garden,a silver laptop climbing the mountain under a tree,0
a brown dog swimming in the lake beside the road,a brown pooch swimming in the lake beside the road,1
a red bicycle flying in the sky in the city,a green tree walking slowly in the forest,0
a brown dog playing music in the forest,a brown dog playing music in the forest,1
a wooden chair playing music at the park,a yellow flower playing music by the lake,0
a wooden chair running in the park by the lake,a blue car dancing happily by the lake,0
a white house walking slowly on the mountain,a white house climbing the mountain in the forest during storm,0
a glass window sleeping on the couch under a tree,a green tree flying in the sky in the garden,0
a green tree climbing the mountain at the park,a glass window walking slowly on the beach,0
a yellow flower swimming in the lake in the garden,a yellow flower swimming in the lake in the garden,1
a green tree running in the park by the lake under clear sky,a brown dog playing music on the beach,0
a glass window walking slowly on the mountain,a silver laptop cooking dinner on the mountain,0
a silver laptop flying in the sky beside the road,a wooden chair walking slowly beside the road,0
a wooden chair running in the park by the lake,a black cat walking slowly beside the road,0
a yellow flower swimming in the lake beside the road,a silver laptop playing music near the river under clear sky,0
a blue car climbing the mountain by the lake,a brown dog cooking dinner by the lake on a sunny day,0
a yellow flower walking slowly on the mountain,a brown dog running in the park by the lake,0
a wooden chair sleeping on the couch on the beach,a silver laptop swimming in the lake in the city in the fog,0
a brown dog swimming in the lake on the beach,a yellow flower dancing happily near the river,0
a glass window climbing the mountain under a tree,a wooden chair climbing the mountain by the lake,0
a yellow flower walking slowly by the lake,a red bicycle dancing happily by the lake,0
a glass window climbing the mountain at the park in moonlight,a black cat flying in the sky beside the road,0
a wooden chair walking slowly by the lake,a wooden chair pacing slowly by the lake,1
a green tree reading a book on the beach during twilight,a yellow flower reading a book on the beach,0
a black cat sleeping on the couch in the city,a black kitten sleeping upon the couch in the city,1
a white house dancing happily in the garden,a white home dancing happily in the garden,1
a white house running in the park near the river,a black cat reading a book on the mountain on a sunny day,0
a white house cooking dinner by the lake,a white home cooking dinner by the lake,1
a brown dog reading a book in the garden at dawn,a green tree climbing the mountain beside the road,0
a glass window dancing happily under a tree,a glass window dancing happily below a tree,1
a blue car climbing the mountain on the mountain,a azure automobile climbing the mountain on the mountain,1
a brown dog reading a book in the forest,a brown canine reading a book in the forest,1
a black cat dancing happily by the lake,a black kitten dancing happily by the lake,1
a glass window swimming in the lake near the river in moonlight,"positioned onlight, a glass window swimming in the lake near the river in mo",1
a green tree reading a book in the city in the fog,a black cat playing music at the park,0
a wooden chair reading a book under a tree at dawn,a wooden chair reading a book under a tree at dawn,1
a brown dog walking slowly beside the road in the fog,a wooden chair reading a book on the beach under clear sky,0
a green tree climbing the mountain near the river,a black cat swimming in the lake at the park in the snow,0
a black cat climbing the mountain on the mountain,"positioned on the mountain, a black cat climbing the mountain",1
a wooden chair flying in the sky in the city in the rain,a red bicycle flying in the sky by the lake,0
a white house running in the park on the beach,a green tree running in the park near the river,0
a yellow flower climbing the mountain in the city during twilight,a yellow flower climbing the mountain in the city during twilight,1
a blue car cooking dinner in the forest in the rain,a white house walking slowly on the mountain during storm,0
a green tree climbing the mountain at the park during twilight,a forest green tree climbing the mountain at the park during twilight,1
a black cat reading a book on the mountain,"positioned on the mountain, a black cat reading a book",1
a green tree cooking dinner at the park,a silver laptop flying in the sky at the park at dawn,0
a white house sleeping on the couch near the river,"positioned on the couch near the river, a white house sleeping",1
a wooden chair dancing happily under a tree,a wooden chair dancing happily underneath a tree,1
a silver laptop playing music in the forest during sunset,a silver laptop playing music in the forest during sunset,1
a red bicycle reading a book in the garden,a black cat dancing happily in the forest,0
a yellow flower reading a book in the city,a white house sleeping on the couch beside the road during twilight,0
a silver laptop sleeping on the couch by the lake,a white house climbing the mountain at the park,0
a black cat walking slowly in the garden in the fog,a glass window swimming in the lake beside the road on a sunny day,0
a wooden chair walking slowly in the city,a yellow flower cooking dinner at the park,0
a white house climbing the mountain in the forest,a black cat cooking dinner in the forest,0
a blue car sleeping on the couch near the river,a azure auto sleeping atop the couch near the river,1
a green tree dancing happily on the beach,"positioned on the beach, a green tree dancing happily",1
a black cat flying in the sky in the garden,a wooden chair reading a book in the forest during storm,0
a red bicycle climbing the mountain under a tree,a white house playing music on the beach,0
a brown dog swimming in the lake on the mountain during storm,a brown hound swimming in the lake on the mountain during storm,1
a red bicycle reading a book near the river,a scarlet two-wheeler reading a book near the river,1
a green tree climbing the mountain on the mountain,a blue car flying in the sky in the forest,0
a green tree reading a book at the park,a silver laptop reading a book beside the road,0
a green tree reading a book under a tree during storm,a olive tree reading a book underneath a tree during storm,1
a wooden chair running in the park under a tree,a glass window swimming in the lake under a tree,0
a glass window reading a book in the city,a red bicycle walking slowly by the lake,0
a white house swimming in the lake on the beach,a silver laptop climbing the mountain on the mountain during sunset,0
a yellow flower swimming in the lake on the beach,a yellow flower dancing happily beside the road,0
a red bicycle playing music in the forest,a green tree reading a book beside the road during storm,0
a blue car running in the park near the river,a azure automobile running in the park near the river,1
a red bicycle dancing happily in the forest in the snow,a brown dog dancing happily beside the road in moonlight,0
a wooden chair flying in the sky on the mountain during sunset,"positioned on the mountain during sunset, a wooden chair flying in the sky",1
a glass window swimming in the lake on the beach,a brown dog running in the park in the garden,0
a yellow flower running in the park in the city,a blue car sleeping on the couch on the mountain,0
a green tree reading a book in the garden during storm,a green tree reading a book in the garden during storm,1
a wooden chair cooking dinner near the river,a red bicycle cooking dinner in the garden,0
a glass window cooking dinner on the beach,a glass window cooking dinner on the beach,1
a yellow flower swimming in the lake by the lake,a yellow flower swimming in the lake by the lake,1
a green tree flying in the sky in the forest,a blue car climbing the mountain by the lake,0
a brown dog reading a book in the city in moonlight,"positioned onlight, a brown dog reading a book in the city in mo",1
a brown dog swimming in the lake at the park,a white house playing music in the garden during storm,0
a silver laptop flying in the sky under a tree,a wooden chair cooking dinner near the river,0
a yellow flower swimming in the lake in the forest,a yellow flower swimming in the lake in the forest,1
a blue car flying in the sky by the lake in the rain,a black cat climbing the mountain near the river,0
a red bicycle running in the park near the river,a yellow flower reading a book in the garden,0
a white house running in the park at the park,a white dwelling running in the park at the park,1
a green tree walking slowly on the beach in moonlight,a green tree playing music under a tree,0
a yellow flower dancing happily beside the road,a black cat swimming in the lake at the park in the fog,0
a silver laptop climbing the mountain in the garden,a black cat walking slowly near the river,0
a green tree climbing the mountain under a tree in the snow,a yellow flower running in the park on the mountain at dawn,0
a yellow flower flying in the sky in the garden,a green tree flying in the sky beside the road,0
a green tree cooking dinner beside the road,a white house playing music on the mountain,0
a wooden chair flying in the sky beside the road in the fog,a green tree running in the park on the mountain,0
a brown dog playing music at the park,a white house walking slowly on the beach,0
a brown dog reading a book in the forest in the rain,a brown dog flying in the sky in the forest,0
a green tree reading a book under a tree,a wooden chair running in the park under a tree,0
a wooden chair sleeping on the couch at the park,a brown dog reading a book by the lake,0
a black cat cooking dinner in the city,a green tree dancing happily in the forest,0
a white house swimming in the lake beside the road,a glass window flying in the sky beside the road,0
a glass window playing music near the river,a glass window playing music close to the river,1
a blue car swimming in the lake beside the road under clear sky,a green tree climbing the mountain under a tree,0
a brown dog reading a book in the garden,a glass window swimming in the lake near the river,0
a black cat swimming in the lake near the river,a black cat swimming in the lake next to the river,1
a blue car climbing the mountain beside the road on a sunny day,a blue car climbing the mountain near the river,0
a red bicycle cooking dinner by the lake,a yellow flower cooking dinner near the river,0
a yellow flower running in the park under a tree,a silver laptop climbing the mountain by the lake,0
a blue car swimming in the lake at the park at dawn,a brown dog running in the park on the beach,0
a black cat reading a book beside the road,a black feline reading a book beside the road,1
a red bicycle reading a book on the mountain,a scarlet bicycle reading a book on the mountain,1
a yellow flower reading a book on the mountain,a yellow flower reading a book on the mountain,1
a yellow flower reading a book in the garden during twilight,a yellow flower climbing the mountain in the garden at dawn,0
a silver laptop dancing happily beside the road in the fog,a silver laptop dancing happily beside the road in the fog,1
a red bicycle climbing the mountain under a tree,a white house sleeping on the couch under a tree,0
a red bicycle sleeping on the couch by the lake at dawn,a blue car running in the park in the garden,0
a brown dog climbing the mountain at the park,a silver laptop reading a book on the mountain,0
a yellow flower walking slowly in the forest during sunset,a brown dog walking slowly in the forest at dawn,0
a glass window walking slowly beside the road,a glass window walking slowly beside the road,1
a wooden chair dancing happily on the beach,a red bicycle climbing the mountain on the mountain,0
a wooden chair walking slowly by the lake,a wooden chair strolling slowly by the lake,1
a green tree sleeping on the couch in the city,a olive tree sleeping on the couch in the city,1
a blue car sleeping on the couch in the forest,"positioned on the couch in the forest, a blue car sleeping",1
a white house playing music in the garden,a blue car running in the park under a tree,0
a yellow flower swimming in the lake beside the road,a yellow flower swimming in the lake beside the road,1
a glass window running in the park on the beach,a black cat flying in the sky in the city,0
a red bicycle swimming in the lake in the city in the snow,a silver laptop climbing the mountain on the beach,0
a red bicycle climbing the mountain near the river in the snow,a red cycle climbing the mountain next to the river in the snow,1
a blue car climbing the mountain beside the road during sunset,a white house flying in the sky at the park during storm,0
a white house swimming in the lake in the garden,a white home swimming in the lake in the garden,1
a silver laptop cooking dinner on the beach,a glass window reading a book in the forest during twilight,0
a blue car running in the park on the mountain in moonlight,a yellow flower reading a book at the park under clear sky,0
a brown dog dancing happily on the beach,a glass window playing music at the park,0
a green tree flying in the sky in the forest,a glass window walking slowly in the city,0
a blue car climbing the mountain at the park,a red bicycle running in the park on the beach,0
a yellow flower playing music under a tree,a brown dog climbing the mountain on the beach at dawn,0
a silver laptop dancing happily in the forest,a silver laptop dancing happily in the forest,1
a red bicycle swimming in the lake under a tree,a crimson two-wheeler swimming in the lake under a tree,1
a silver laptop reading a book in the city,a silver laptop reading a book in the city,1
a yellow flower dancing happily on the beach,"positioned on the beach, a yellow flower dancing happily",1
a glass window swimming in the lake at the park,a glass window swimming in the lake at the park,1
a yellow flower running in the park in the city in the rain,a yellow flower running in the park in the city in the rain,1
a glass window playing music on the beach during twilight,a black cat swimming in the lake in the forest,0
a silver laptop swimming in the lake in the forest,a black cat cooking dinner at the park,0
a glass window running in the park near the river in the rain,a glass window jogging in the park next to the river in the rain,1
a white house cooking dinner on the mountain,a silver laptop flying in the sky in the forest,0
a brown dog swimming in the lake beside the road in the rain,a brown dog swimming in the lake beside the road in the rain,1
a brown dog reading a book by the lake,a brown canine reading a book by the lake,1
a blue car flying in the sky under a tree,a blue vehicle flying in the sky underneath a tree,1
a green tree swimming in the lake in the forest,a white house dancing happily under a tree in the rain,0
a brown dog dancing happily in the city,a yellow flower climbing the mountain in the garden,0
a yellow flower climbing the mountain in the garden,a yellow flower climbing the mountain in the garden,1
a white house dancing happily beside the road,a white house dancing happily beside the road,1
a silver laptop dancing happily under a tree,a black cat running in the park beside the road during sunset,0
a wooden chair playing music near the river,a red bicycle swimming in the lake at the park,0
a brown dog playing music in the city at dawn,a black cat sleeping on the couch at the park in the rain,0
a yellow flower running in the park near the river,a black cat playing music in the forest,0
a silver laptop swimming in the lake at the park,a glass window cooking dinner under a tree,0
a silver laptop sleeping on the couch in the forest,a black cat walking slowly near the river,0
a blue car sleeping on the couch by the lake,a green tree running in the park in the forest,0
a white house climbing the mountain on the mountain,a white dwelling climbing the mountain on the mountain,1
a black cat climbing the mountain on the mountain,a black cat climbing the mountain atop the mountain,1
a green tree playing music beside the road,a olive tree playing music beside the road,1
a red bicycle reading a book in the city,a yellow flower walking slowly in the city,0
a brown dog sleeping on the couch at the park during twilight,a brown dog sleeping upon the couch at the park during twilight,1
a brown dog swimming in the lake near the river,a black cat running in the park at the park during twilight,0
a yellow flower walking slowly under a tree,a yellow flower playing music at the park,0
a glass window swimming in the lake near the river in moonlight,a glass window reading a book under a tree in the rain,0
a white house playing music in the forest,a yellow flower playing music in the city in the rain,0
a blue car swimming in the lake on the mountain,"positioned on the mountain, a blue car swimming in the lake",1
a blue car sleeping on the couch in the garden,a green tree sleeping on the couch on the beach at dawn,0
a glass window reading a book under a tree,a wooden chair playing music near the river,0
a blue car reading a book in the garden in the fog,a blue automobile reading a book in the garden in the fog,1
a glass window reading a book in the city,a silver laptop sleeping on the couch on the beach,0
a red bicycle sleeping on the couch by the lake,a red bicycle sleeping on the couch by the lake,1
a red bicycle running in the park on the mountain,a red bicycle racing in the park over the mountain,1
a silver laptop sleeping on the couch by the lake on a sunny day,a blue car walking slowly in the forest during twilight,0
a glass window cooking dinner in the forest,a red bicycle sleeping on the couch under a tree,0
a blue car playing music in the city,a black cat reading a book on the mountain,0
a wooden chair playing music at the park in the fog,a green tree swimming in the lake in the garden,0
a white house playing music by the lake during sunset,a white house playing music by the lake during sunset,1
a red bicycle flying in the sky near the river,a cherry cycle flying in the sky near the river,1
a yellow flower walking slowly on the mountain during sunset,a wooden chair walking slowly beside the road during storm,0
a green tree dancing happily in the forest in the snow,a glass window running in the park in the city,0
a wooden chair climbing the mountain under a tree during twilight,a red bicycle flying in the sky in the garden in the rain,0
a black cat swimming in the lake at the park,a black cat swimming in the lake at the park,1
a red bicycle dancing happily beside the road,a green tree swimming in the lake under a tree in the rain,0
a red bicycle sleeping on the couch beside the road,a silver laptop sleeping on the couch near the river,0
a glass window reading a book at the park,a glass window reading a book at the park,1
a blue car flying in the sky at the park during sunset,a yellow flower flying in the sky on the mountain,0
a brown dog swimming in the lake under a tree under clear sky,a yellow flower walking slowly on the beach,0
a yellow flower running in the park by the lake in moonlight,a yellow flower sprinting in the park by the lake in moonlight,1
a black cat flying in the sky at the park under clear sky,a green tree walking slowly under a tree,0
a glass window sleeping on the couch on the beach,a black cat flying in the sky near the river,0
a glass window swimming in the lake at the park on a sunny day,a glass window swimming in the lake at the park over a sunny day,1
a wooden chair reading a book in the city,a green tree running in the park in the garden,0
a silver laptop flying in the sky on the mountain,a silver laptop flying in the sky atop the mountain,1
a white house climbing the mountain near the river,a black cat flying in the sky under a tree,0
a silver laptop playing music in the city on a sunny day,"positioned on a sunny day, a silver laptop playing music in the city",1
a yellow flower walking slowly in the garden,a brown dog flying in the sky in the city,0
a glass window cooking dinner on the mountain in the rain,a black cat reading a book in the city in the fog,0
a green tree dancing happily in the garden,a green tree dancing happily in the garden,1
a brown dog swimming in the lake in the garden during sunset,a brown dog reading a book beside the road,0
a wooden chair flying in the sky on the beach in the fog,"positioned on the beach in the fog, a wooden chair flying in the sky",1
a yellow flower sleeping on the couch near the river,"positioned on the couch near the river, a yellow flower sleeping",1
a yellow flower cooking dinner on the beach,a silver laptop flying in the sky in the forest,0
a wooden chair flying in the sky in the garden,a brown dog climbing the mountain under a tree in moonlight,0
a blue car climbing the mountain by the lake,a azure car climbing the mountain by the lake,1
a black cat sleeping on the couch in the city in the rain,a silver laptop walking slowly by the lake during sunset,0
a black cat running in the park on the mountain,a silver laptop sleeping on the couch near the river,0
a glass window walking slowly in the garden in the rain,a white house reading a book in the forest,0
a yellow flower sleeping on the couch at the park at dawn,"positioned on the couch at the park at dawn, a yellow flower sleeping",1
a red bicycle swimming in the lake on the mountain,a silver laptop flying in the sky in the forest,0
a black cat flying in the sky in the city in moonlight,a green tree playing music in the forest during sunset,0
a yellow flower running in the park on the mountain in moonlight,a silver laptop dancing happily in the forest,0
a yellow flower playing music in the city,a black cat swimming in the lake in the city,0
a wooden chair sleeping on the couch under a tree in the fog,a wooden chair playing music on the mountain,0
a black cat dancing happily on the mountain,a yellow flower dancing happily under a tree in the fog,0
a silver laptop cooking dinner on the beach,"positioned on the beach, a silver laptop cooking dinner",1
a blue car running in the park beside the road,a brown dog sleeping on the couch at the park,0
a white house flying in the sky on the mountain,"positioned on the mountain, a white house flying in the sky",1
a yellow flower playing music in the forest in the fog,a yellow flower playing music in the forest in the fog,1
a black cat flying in the sky beside the road,a black kitten flying in the sky beside the road,1
a blue car swimming in the lake on the mountain,"positioned on the mountain, a blue car swimming in the lake",1
a blue car running in the park under a tree in the rain,"beneath a tree in the rain, a blue car running in the park",1
a white house playing music in the forest,a brown dog sleeping on the couch beside the road,0
a red bicycle playing music under a tree,"beneath a tree, a red bicycle playing music",1
a glass window playing music on the beach,a blue car playing music by the lake,0
a green tree running in the park at the park,a red bicycle dancing happily in the garden in the snow,0
a blue car dancing happily by the lake,a blue car dancing happily by the lake,1
a green tree climbing the mountain at the park,a blue car climbing the mountain on the beach on a sunny day,0
a silver laptop sleeping on the couch on the mountain,a silver laptop sleeping on the couch atop the mountain,1
a blue car dancing happily on the mountain,a yellow flower climbing the mountain in the forest,0
a brown dog reading a book at the park,a white house playing music in the city under clear sky,0
a white house reading a book beside the road in the rain,a white home reading a book beside the road in the rain,1
a red bicycle reading a book at the park,a scarlet bicycle reading a book at the park,1
a brown dog cooking dinner near the river,a silver laptop running in the park on the mountain,0
a black cat flying in the sky on the beach,a black cat cooking dinner by the lake,0
a green tree sleeping on the couch by the lake in the rain,a olive tree sleeping over the couch by the lake in the rain,1
a black cat cooking dinner beside the road,a white house walking slowly under a tree,0
a green tree sleeping on the couch under a tree in the fog,"beneath a tree in the fog, a green tree sleeping on the couch",1
a glass window reading a book in the city during storm,a glass window reading a book in the city during storm,1
a black cat climbing the mountain on the mountain,"positioned on the mountain, a black cat climbing the mountain",1
a wooden chair walking slowly under a tree,a blue car cooking dinner in the garden,0
a red bicycle reading a book beside the road during storm,a cherry cycle reading a book beside the road during storm,1
a white house flying in the sky on the mountain,"positioned on the mountain, a white house flying in the sky",1
a white house walking slowly in the garden,a brown dog sleeping on the couch in the forest during storm,0
a blue car playing music by the lake,a blue auto playing music by the lake,1
a black cat sleeping on the couch by the lake under clear sky,"beneath clear sky, a black cat sleeping on the couch by the lake",1
a brown dog walking slowly in the forest,a brown dog pacing slowly in the forest,1
